Age;Income_Level;Employment_Status;Contribution_Years;Interest_Rate;Inflation_Rate;Stock_Index;Bond_Yield;Market_Volatility;Fund_Size;Contribution_Amount;Fund_Return_Rate;Year;Month Number;Month;Date;Pension_Price;Pension_Category;Risk_Tolerance
58;65785;Employed;22;9.58;3.47;7318.09;3.57;14.86;90299.83;2943.49;5.33;2021;1;enero;ene-21;108.540.968;High_Value;Low
60;143239;Unemployed;30;3.39;2.16;8937.24;3.61;20.88;414847.39;3651.8;3.22;2021;5;mayo;may-21;1.674.245.374;High_Value;Low
59;148411;Unemployed;34;9.56;5.55;2359.26;4.33;24.25;23510.35;620.43;6.68;2021;4;abril;abr-21;3.651.038.797;Low_Value;High
25;75474;Unemployed;3;3.26;2.49;5049.89;4.78;25.93;80814.05;4079.69;5.91;2021;12;diciembre;dic-21;2.787.807.436;Low_Value;High
55;101399;Unemployed;17;9.69;5.98;8500.74;2.01;36.9;433713.08;4959.37;3.02;2021;10;octubre;oct-21;1.391.658.579;High_Value;Low
36;64649;Employed;12;8.47;7.59;5257.42;4.49;35.87;352469.97;2405.52;10.2;2021;1;enero;ene-21;5.247.789.774;Moderate_Value;Low
32;22534;Unemployed;22;9.93;7.42;14228.13;4.05;25.28;309793.39;4770.89;3.24;2021;11;noviembre;nov-21;1.674.155.914;High_Value;High
29;88310;Employed;18;9.18;5.66;12474.45;2.14;13.07;485384.49;4110.87;4.16;2021;5;mayo;may-21;1.184.726.571;High_Value;High
45;52682;Unemployed;18;3.77;6.54;2485.43;1.35;20.82;304756.57;1149.23;6.68;2021;7;julio;jul-21;412.523.481;Low_Value;High
58;68120;Unemployed;14;7.24;7.98;13134.3;4.45;34.38;108202.68;2135.07;9.12;2021;11;noviembre;nov-21;5.994.480.705;Moderate_Value;Low
36;115299;Unemployed;17;5.11;6.4;7050.34;1.98;10.56;341383;1260.79;5.39;2021;6;junio;jun-21;4.220.584.057;Low_Value;Low
41;76884;Employed;17;8.07;7.07;5458.05;3.33;11.72;107551.31;3522.45;9.88;2021;10;octubre;oct-21;1.020.409.855;High_Value;Medium
26;112480;Unemployed;14;5.66;4.4;4671.18;5.69;36.59;94783.94;3193.47;10.52;2021;4;abril;abr-21;7.764.855.394;Moderate_Value;Medium
50;43997;Employed;1;6.99;6.18;3342.98;2.01;13.83;205812.74;940.48;11.17;2021;6;junio;jun-21;1.748.275.128;Low_Value;Low
26;141402;Unemployed;17;9.3;7.98;9336.25;2.19;31.36;80637.08;2840.84;8.28;2021;3;marzo;mar-21;8.712.299.422;Moderate_Value;Medium
63;59893;Employed;19;4.51;4.18;5106.26;3.93;11.94;126643.67;1366.18;5.18;2021;2;febrero;feb-21;4.614.397.456;Moderate_Value;Low
41;87484;Employed;7;5.41;2.75;14073.52;5.75;20.96;62633.37;1364.78;8.65;2021;7;julio;jul-21;3.437.098.771;Low_Value;Low
60;124191;Unemployed;3;8.78;2.2;6621.73;3.16;14.48;383482.88;1942.97;10.69;2021;1;enero;ene-21;235.268.148;Low_Value;Low
61;67163;Unemployed;22;6.22;3.18;5608.14;1.17;24.8;156838.8;2415.01;9.86;2021;1;enero;ene-21;1.018.632.042;High_Value;Medium
32;83886;Unemployed;22;8.5;2.28;8358.21;5.92;34.89;356996.46;2242.56;5.03;2021;3;marzo;mar-21;8.649.017.131;Moderate_Value;High
30;87333;Employed;28;3.96;5.14;3394.15;2.03;10.2;22344.68;2595.77;10.7;2021;11;noviembre;nov-21;1.220.685.202;High_Value;Low
30;91688;Employed;23;3.73;5.11;14807.91;3.6;25.17;312535.56;4050.81;4.88;2021;9;septiembre;sep-21;1.469.892.229;High_Value;Low
39;107125;Employed;26;4.34;6.07;12343.01;1.63;18.73;191175.2;4450.9;5.88;2021;3;marzo;mar-21;1.802.436.565;High_Value;Low
48;57630;Employed;28;4.51;6.47;5403.85;5.93;16.53;363521.52;4357.54;11.68;2021;10;octubre;oct-21;1.984.174.732;High_Value;Medium
59;99991;Unemployed;21;6.91;3.5;7895;5.64;14.81;301644.9;1475.88;5.66;2021;2;febrero;feb-21;5.573.575.816;Moderate_Value;Low
50;122335;Unemployed;1;4.57;3.25;2119.86;5.7;24.11;327361.33;2146.8;9.11;2021;3;marzo;mar-21;2.373.677.998;Low_Value;High
53;54062;Employed;14;7.53;4.61;2973.73;1.12;39.46;178357.39;4856.22;8.25;2021;6;junio;jun-21;1.150.958.751;High_Value;Low
47;29849;Unemployed;10;9.88;5.27;3386.99;4.63;14.05;429984.89;3125.01;5.55;2021;8;agosto;ago-21;6.118.166.969;Moderate_Value;Medium
56;96089;Unemployed;7;8.56;4.39;4473.7;5.78;13.23;291312.72;1818.78;9.97;2021;8;agosto;ago-21;3.321.116.765;Low_Value;Medium
42;34601;Employed;9;9.28;3.85;2571.53;3.27;16.23;181207.67;1202.58;3.31;2021;8;agosto;ago-21;1.890.078.369;Low_Value;Medium
61;110417;Unemployed;15;7.8;2.81;4056.31;5.64;17.09;421310.13;3567.4;9.85;2021;4;abril;abr-21;1.009.463.959;High_Value;Low
42;147081;Employed;12;8.5;5.42;4708;3.34;14.67;475009.68;1084.2;8.65;2021;10;octubre;oct-21;3.024.005.562;Low_Value;Low
53;55902;Unemployed;14;8.47;7.29;8874.92;1.91;35.75;192438.6;3780.72;11.95;2021;3;marzo;mar-21;9.510.669.535;Moderate_Value;Medium
62;35565;Unemployed;29;7.72;5.72;11968.9;4.86;11.62;182642.7;4782.28;9.07;2021;8;agosto;ago-21;2.220.497.083;High_Value;High
48;70767;Employed;25;4.04;6.64;14527.54;5.57;37.78;202136.72;3476;5.47;2021;7;julio;jul-21;1.297.675.333;High_Value;Low
41;21835;Unemployed;28;7.23;6.85;5821.67;3.93;25.29;395980.65;4198.96;6.78;2021;5;mayo;may-21;1.825.700.184;High_Value;Medium
47;35144;Employed;7;7.6;3.78;7495.84;4.05;22.82;499255.54;2984.65;9.05;2021;6;junio;jun-21;3.740.104.567;Low_Value;High
30;28272;Unemployed;26;7.15;4.79;5358.26;4.34;13.26;94270.22;4398.65;8.02;2021;8;agosto;ago-21;1.817.450.059;High_Value;High
42;104010;Employed;21;8.29;6.94;2006.57;2.72;23.16;464958.91;2240.34;11.39;2021;6;junio;jun-21;8.227.195.277;Moderate_Value;High
56;91016;Unemployed;12;8.78;5.53;3751.11;1.16;13.17;198727.97;2209.15;8.62;2021;3;marzo;mar-21;5.648.584.249;Moderate_Value;Low
28;37421;Employed;4;9.56;3.37;14178.21;3.02;38.48;415272.17;1454.49;9.56;2021;7;julio;jul-21;3.202.437.062;Low_Value;Low
61;146158;Unemployed;26;7.68;7.88;7552.66;3.18;19.12;15517.63;2192.08;4.59;2021;5;mayo;may-21;9.028.153.442;Moderate_Value;Low
34;103114;Employed;6;3.06;5.77;8160.76;3.56;20.8;299879.96;4785.77;4.86;2021;8;agosto;ago-21;4.814.799.751;Moderate_Value;Medium
33;129950;Employed;11;9.77;5.61;3005.67;1.22;15.99;239526.6;2587.35;3.16;2021;1;enero;ene-21;5.207.338.184;Moderate_Value;Medium
33;32863;Employed;12;3.37;3.11;6098.68;1.63;22.89;114069.86;4276.16;5.45;2021;6;junio;jun-21;9.084.499.607;Moderate_Value;Low
38;144218;Employed;18;3.14;3.78;8426.5;4.3;36.87;338452.05;2012.58;6;2021;5;mayo;may-21;5.928.947.342;Moderate_Value;High
60;77061;Employed;3;6.29;2.45;5933.22;4.78;25.95;213637.99;914.12;7.69;2021;4;abril;abr-21;2.135.090.999;Low_Value;Medium
30;100865;Employed;6;5.8;2.78;7203.46;2.31;25.5;405815.59;1450.51;9.28;2021;8;agosto;ago-21;2.176.573.964;Low_Value;Low
43;33882;Employed;17;9.08;7.83;11377.47;3.29;18.48;21462.08;2230.78;9.55;2021;11;noviembre;nov-21;6.761.284.954;Moderate_Value;Low
39;28834;Employed;12;5.38;2.75;6477.88;1.06;17.51;470260.59;2653.57;3.11;2021;10;octubre;oct-21;4.714.155.267;Moderate_Value;Medium
31;29872;Unemployed;24;6.12;5.49;3364.18;3.89;15.04;351630.84;2796.17;4.54;2021;12;diciembre;dic-21;1.140.753.027;High_Value;Medium
46;64619;Unemployed;23;7.45;4.03;11510.89;4.16;38.4;289539.11;629.85;9.35;2021;5;mayo;may-21;3.620.916.902;Low_Value;Low
48;127107;Unemployed;7;9.35;6.28;3502.12;3.44;25.22;457127.12;2023.31;7;2021;10;octubre;oct-21;3.528.649.681;Low_Value;Low
46;137105;Unemployed;15;6.44;7.17;2819.75;5.4;31.5;471037.53;1033.19;9.97;2021;9;septiembre;sep-21;4.016.858.708;Low_Value;High
32;145179;Unemployed;12;4.9;3.87;12717.99;4.94;30.6;125052.48;4856.99;6.21;2021;11;noviembre;nov-21;9.108.170.498;Moderate_Value;High
30;77223;Employed;30;6.08;6.19;7110.45;3.78;24.04;377450.23;3963.27;10.72;2021;1;enero;ene-21;1.893.312.881;High_Value;Low
38;129619;Employed;10;5.36;5.06;8452.83;4.85;18.31;237343.88;674.68;11.21;2021;10;octubre;oct-21;268.326.349;Low_Value;Medium
32;26654;Employed;17;5.08;5.42;10349.89;3.4;14.47;405327.77;1122.27;3.45;2021;8;agosto;ago-21;4.569.223.182;Moderate_Value;High
39;101259;Employed;3;4;2.86;3425.32;3.28;34.3;278502.22;3540.7;6.98;2021;4;abril;abr-21;8.278.828.747;Low_Value;High
58;27408;Unemployed;18;4.81;4.32;14810.11;4.5;33.21;437190.87;671.29;5.59;2021;1;enero;ene-21;2.139.574.073;Low_Value;Low
61;128050;Unemployed;3;5.45;7.21;13572.21;2.13;21.65;231108.22;3581.5;10.22;2021;3;marzo;mar-21;2.112.123.621;Low_Value;Medium
52;32202;Employed;26;7.22;6.53;13611.33;4.53;31.35;351117.7;4474.53;11.58;2021;3;marzo;mar-21;1.853.445.965;High_Value;High
30;146404;Employed;18;8.46;3.92;5255.69;5.65;23.71;444979.91;543.32;6.69;2021;7;julio;jul-21;3.184.135.076;Low_Value;Medium
26;114294;Unemployed;24;4.78;4.2;2925.53;4.24;39.41;66275.63;1483.84;9.81;2021;10;octubre;oct-21;605.125.025;Moderate_Value;High
52;31117;Employed;32;7.71;2.79;10661.7;3.79;19.62;448277.76;1356.44;6.29;2021;2;febrero;feb-21;7.527.596.424;Moderate_Value;Low
47;139033;Unemployed;25;7.06;5.91;6837.85;1.64;14.34;200316.36;507.22;8.89;2021;8;agosto;ago-21;275.688.077;Low_Value;Medium
34;96821;Unemployed;30;3.98;3.61;3268.21;3.03;31.97;74468.43;4376.7;3.82;2021;9;septiembre;sep-21;2.016.264.248;High_Value;Low
38;24447;Unemployed;11;8.07;5.12;7094.2;3.39;12.01;262773.99;2622.2;8.74;2021;9;septiembre;sep-21;5.217.513.162;Moderate_Value;Medium
63;107862;Employed;1;3.17;2.71;5101.28;1.27;20.46;109423.58;4036.41;6.24;2021;3;marzo;mar-21;4.095.247.403;Low_Value;Low
37;117464;Employed;31;8.36;7;8540.09;4.21;15.02;67279.2;2310.31;5.86;2021;4;abril;abr-21;1.156.557.204;High_Value;Medium
26;85869;Employed;27;7.72;3.92;3960.69;4.21;29.95;389110.82;3810.83;3.61;2021;8;agosto;ago-21;1.668.886.478;High_Value;Medium
32;54563;Unemployed;11;3.43;3.67;9259.58;4.41;28.85;120437.9;4091.13;8.07;2021;6;junio;jun-21;7.157.563.427;Moderate_Value;High
32;51279;Unemployed;1;8.47;6.6;10121.43;3.66;36.09;216398.3;1959.22;8.3;2021;2;febrero;feb-21;1.643.546.224;Low_Value;High
57;132046;Employed;13;7.89;3.44;4885.39;1.79;19.05;113308.11;916.62;10.87;2021;1;enero;ene-21;2.659.965.875;Low_Value;Low
47;26829;Unemployed;4;9.7;2.86;8549.53;5.52;16.99;425441.41;1731.7;4.16;2021;12;diciembre;dic-21;3.121.190.339;Low_Value;Low
30;118161;Employed;15;3.27;3.25;6882.31;4.87;37.79;42959.46;2481.3;11.18;2021;6;junio;jun-21;6.835.805.779;Moderate_Value;High
45;138903;Employed;9;7.76;2.9;5219.34;4.15;18.62;417902.53;4157.65;6.4;2021;6;junio;jun-21;5.666.080.087;Moderate_Value;Medium
26;97432;Unemployed;2;6.54;7.03;12366;4.16;23.53;414466.59;2687.62;3.68;2021;1;enero;ene-21;8.542.225.316;Low_Value;Low
59;107467;Employed;28;8.08;6.95;5597.54;2.39;26.89;207245;3313.02;9.36;2021;7;julio;jul-21;1.483.423.371;High_Value;Medium
38;109289;Employed;25;8.34;5.23;6920.8;4.83;22.82;234033.72;4838.18;8.46;2021;8;agosto;ago-21;1.972.798.873;High_Value;Medium
39;118123;Unemployed;18;5.66;7.24;10018.27;3.97;37.02;38917.8;3235.08;4.47;2021;10;octubre;oct-21;9.842.710.588;High_Value;High
52;147343;Unemployed;15;3.42;7.96;3438.36;1.56;22.49;257460.74;1564.68;9.54;2021;10;octubre;oct-21;501.822.465;Moderate_Value;High
25;63937;Employed;20;4.45;7.12;12179.61;1.65;29.09;388430.4;4957.57;9.48;2021;9;septiembre;sep-21;159.454.542;High_Value;Low
44;43333;Unemployed;4;8.61;5.37;6529.82;5.07;33.12;480944.01;4554.62;5.54;2021;5;mayo;may-21;2.921.281.234;Low_Value;Low
51;122617;Employed;25;6.13;5.39;10078.43;4.01;20.43;157706.41;2777.67;10.39;2021;5;mayo;may-21;1.099.206.581;High_Value;High
37;27826;Employed;14;3.84;3.56;7254.97;4.58;16.26;230678.75;4464.92;9.56;2021;9;septiembre;sep-21;9.916.789.186;High_Value;High
53;35161;Employed;26;4.19;5.85;4691.25;5.09;21.09;434660.88;4648.49;11.81;2021;4;abril;abr-21;1.906.896.621;High_Value;Low
60;67628;Employed;12;6.96;2.75;11745.86;1.06;13.26;144159.73;3623.26;7.76;2021;12;diciembre;dic-21;7.968.583.294;Moderate_Value;Low
43;111894;Unemployed;20;9.55;7.73;6497.52;1.75;30.31;437537.67;4630.17;7.68;2021;6;junio;jun-21;1.511.988.148;High_Value;High
63;20093;Unemployed;13;9.46;6.01;2662.14;2.25;31.05;117239.88;3624.08;3.72;2021;3;marzo;mar-21;727.788.362;Moderate_Value;Medium
29;132635;Employed;2;3.53;4.29;14795.63;1.78;26.77;30913.71;2643.51;10.2;2021;9;septiembre;sep-21;2.927.856.934;Low_Value;Low
45;62936;Employed;11;8.73;3.5;12075.63;3.73;21.29;409355.91;3757.67;11.14;2021;2;febrero;feb-21;7.952.258.336;Moderate_Value;High
50;125035;Unemployed;32;7.48;8;3105.85;5.92;37.32;84333.77;3609.28;11.36;2021;8;agosto;ago-21;1.935.334.921;High_Value;High
49;47559;Employed;24;3.46;6.94;7931.05;3.05;36.09;493132.57;2128.01;10.72;2021;5;mayo;may-21;7.831.919.873;Moderate_Value;Low
39;122079;Unemployed;19;3.75;3.86;4977.6;3.73;27.26;279860.17;906.55;11.85;2021;1;enero;ene-21;420.260.204;Low_Value;Low
32;96160;Employed;16;4.2;7.01;8422.51;3.69;26.13;54747.06;2723.44;7.39;2021;5;mayo;may-21;7.684.032.779;Moderate_Value;Low
58;97904;Employed;23;3.57;7.03;13713.82;2.9;27.08;125611.59;3100.76;5.8;2021;9;septiembre;sep-21;1.158.030.892;High_Value;Low
58;126716;Unemployed;16;8.76;6.07;10941.84;1.31;10.71;327830.77;3809.24;3.05;2021;10;octubre;oct-21;9.916.833.813;High_Value;High
42;69089;Unemployed;14;8.57;3.19;7914.98;3.08;13.32;113789.52;2161.79;4.82;2021;9;septiembre;sep-21;5.628.207.949;Moderate_Value;Medium
46;104257;Unemployed;13;8.96;5.75;12780.36;5.55;11.5;28088.05;3532.1;10.58;2021;6;junio;jun-21;8.515.630.088;Moderate_Value;Low
26;112525;Employed;15;6.81;3.35;6364.35;5.96;26.42;418631.28;1026.23;9.02;2021;6;junio;jun-21;280.466.767;Low_Value;Medium
59;80049;Unemployed;25;5.25;2.64;6614.31;2.28;38.07;468643.27;4743.24;11.51;2021;11;noviembre;nov-21;1.965.224.958;High_Value;High
59;50936;Unemployed;7;6.35;3.11;5730.17;4.29;12.88;456014.72;2081.79;11.03;2021;6;junio;jun-21;4.182.081.313;Low_Value;Low
57;43007;Unemployed;12;4.04;2.9;9934.33;4.92;39.27;270581.15;1483.52;5.91;2021;7;julio;jul-21;3.736.981.116;Low_Value;Medium
30;116944;Unemployed;5;7.6;4.06;9928.54;2.74;36.76;65094.07;3475.4;8.75;2021;5;mayo;may-21;4.308.463.395;Low_Value;Low
35;78543;Unemployed;29;5.66;2.15;3987.7;5.17;15.2;68661.74;3173.16;11.41;2021;8;agosto;ago-21;1.558.874.337;High_Value;Low
41;107154;Unemployed;8;9.33;2.36;14264.5;5.01;38.8;37587.05;4198.73;10.87;2021;7;julio;jul-21;6.008.260.969;Moderate_Value;Low
25;59350;Employed;29;8.48;3.14;5011.67;2.66;32.82;151126.61;1444.78;7.57;2021;5;mayo;may-21;7.361.881.704;Moderate_Value;Medium
36;49948;Unemployed;3;5.34;5.92;7000.55;4.92;13.02;80093.48;1172.1;8.56;2021;11;noviembre;nov-21;1.712.285.298;Low_Value;Medium
53;144822;Unemployed;18;9.82;2.81;6143.84;5.38;29.52;140530.49;3256.08;8.61;2021;2;febrero;feb-21;9.531.974.772;Moderate_Value;Medium
32;124531;Employed;30;4.24;2.7;3725.53;4.15;29.79;349756.66;4661.49;6.39;2021;3;marzo;mar-21;2.053.627.755;High_Value;High
43;97807;Unemployed;15;9.57;7.63;9465.1;3.48;26.79;201972.01;852.88;4.45;2021;12;diciembre;dic-21;3.220.263.228;Low_Value;Low
53;81365;Unemployed;29;5.06;3.36;11174.72;1.27;30.52;139670.31;1571.1;9.87;2021;10;octubre;oct-21;8.625.168.965;Moderate_Value;High
35;97495;Unemployed;6;7.9;2.24;3439.36;4.65;37.88;225666.29;3106.16;7.13;2021;6;junio;jun-21;4.374.622.874;Low_Value;Low
34;133268;Employed;34;6.39;4.44;11600.57;5.28;20.58;441777.6;1801.43;8.78;2021;4;abril;abr-21;9.547.279.045;Moderate_Value;Low
50;38256;Unemployed;21;4.21;6.18;3052.65;4.11;22.2;22637.2;2533.48;4.76;2021;11;noviembre;nov-21;7.852.670.779;Moderate_Value;Medium
38;29495;Employed;32;3.81;7.74;4216.91;1.05;35.86;275729.62;1422.79;4.5;2021;2;febrero;feb-21;7.068.081.927;Moderate_Value;Low
29;95997;Employed;9;4.42;7.13;11576.06;5.03;28.07;50305.44;3555.05;7.33;2021;3;marzo;mar-21;6.137.683.579;Moderate_Value;High
53;132616;Employed;10;8.31;4.43;3974.28;2.67;36.63;395872.06;2593.66;9.52;2021;1;enero;ene-21;5.450.901.579;Moderate_Value;Medium
37;138339;Unemployed;16;3.25;4.06;5296.43;2.71;30.96;50822.1;3173.02;10.43;2021;7;julio;jul-21;8.627.987.574;Moderate_Value;Medium
26;20254;Employed;28;8.8;4.86;11025.2;3.64;38.09;220873.93;2349.43;6.33;2021;4;abril;abr-21;109.709.971;High_Value;High
44;145918;Employed;15;3.06;7.93;10950.13;4.86;24.39;70072.8;1337.41;9.42;2021;2;febrero;feb-21;3.438.400.375;Low_Value;Low
46;81604;Employed;14;7.81;5.45;6540.24;1.25;16.77;130551.13;4674.71;3.16;2021;10;octubre;oct-21;1.091.841.074;High_Value;Low
36;91041;Unemployed;11;5.23;3.28;6760.05;5.46;22.25;162057.99;4177.83;5.38;2021;7;julio;jul-21;8.156.130.407;Moderate_Value;Medium
42;24909;Unemployed;34;3.67;2.93;11632.08;5.35;11.34;498802.69;1732.97;3.3;2021;6;junio;jun-21;9.495.506.559;Moderate_Value;Low
28;103583;Employed;30;3.45;5.68;9597.43;5.54;20.25;178058.56;1915.19;10.25;2021;12;diciembre;dic-21;1.047.053.377;High_Value;Low
44;23274;Unemployed;5;8.95;2.92;3772.35;4.6;26.55;372286.82;1967.09;7.79;2021;11;noviembre;nov-21;2.880.103.071;Low_Value;Low
60;112556;Unemployed;1;6.91;4.76;5252.21;5.09;27.44;356363.28;4269.27;9.94;2021;10;octubre;oct-21;2.004.194.078;Low_Value;Medium
60;23302;Employed;14;7.95;3.17;14105.22;3.12;12.22;308216.8;3117.73;8.07;2021;10;octubre;oct-21;7.165.066.048;Moderate_Value;Low
48;148185;Employed;11;4.79;5.91;4736.64;2.9;25.08;215081.31;3362.48;7.72;2021;12;diciembre;dic-21;6.477.178.008;Moderate_Value;Low
50;79269;Employed;27;9.71;4.06;8633.36;1.75;38.4;464698.01;1928.84;3.6;2021;5;mayo;may-21;8.866.248.929;Moderate_Value;Low
41;89890;Employed;10;3.14;4.36;14894.11;3.49;10.68;315379.61;642.75;10.51;2021;12;diciembre;dic-21;1.063.697.191;Low_Value;Medium
32;107050;Employed;1;9.88;7.63;10707.23;2.42;15.98;463972.73;766.22;3.54;2021;6;junio;jun-21;1.612.846.278;Low_Value;High
55;89503;Unemployed;25;3.42;6.29;14798.37;1.54;37.73;197836.41;2583.73;8.83;2021;10;octubre;oct-21;1.063.963.561;High_Value;Medium
54;73140;Unemployed;6;9.63;2.99;12996.87;1.82;18.3;11908.23;1960.89;9.55;2021;4;abril;abr-21;283.258.664;Low_Value;Low
48;40997;Employed;23;5.43;4.37;8940.2;2.59;21.6;462297.24;4249.63;4.98;2021;7;julio;jul-21;1.492.864.205;High_Value;Low
45;53785;Employed;11;3.38;4.98;11668.35;5.7;32.73;223391.91;3855.27;4.81;2021;6;junio;jun-21;6.192.020.893;Moderate_Value;Medium
31;55687;Employed;17;5.65;3.95;7908.14;2.73;19.58;499873.45;4289.65;7.77;2021;6;junio;jun-21;1.081.667.622;High_Value;Medium
50;103822;Unemployed;25;9.16;7.71;12344.79;2.03;25.76;317676.37;4533.86;3.15;2021;12;diciembre;dic-21;1.767.842.553;High_Value;High
59;60849;Unemployed;7;5.34;6.91;10867.14;2.34;33.7;48345.79;575.02;3.44;2021;10;octubre;oct-21;1.429.131.528;Low_Value;Low
29;107163;Unemployed;4;8.58;2.1;7101.48;1.13;18.72;490636.68;914.7;9.35;2021;7;julio;jul-21;1.949.162.424;Low_Value;Medium
47;130573;Unemployed;29;3.62;5.29;14425.58;4.92;10.07;49495.03;1569.82;10.13;2021;12;diciembre;dic-21;8.072.490.678;Moderate_Value;High
51;60194;Unemployed;3;7.85;6.29;2020.1;5.28;38.04;454153.28;2387;5.49;2021;12;diciembre;dic-21;1.540.901.957;Low_Value;Low
46;59883;Unemployed;32;7.32;5.48;7677.53;1.96;27.45;351123.31;2621.45;8.42;2021;4;abril;abr-21;1.386.187.512;High_Value;Medium
64;70734;Employed;24;7.3;5.17;4285.15;3.74;38.69;449852.02;4439.2;11.44;2021;1;enero;ene-21;1.821.067.621;High_Value;High
64;91997;Unemployed;5;8.5;2.03;7255.63;4.04;22.78;433450.55;3995.63;9.24;2021;2;febrero;feb-21;473.505.161;Moderate_Value;Medium
40;88398;Unemployed;14;6.27;6.4;6496.15;1.97;10.23;98036.84;3209.57;11.66;2021;4;abril;abr-21;8.004.226.368;Moderate_Value;High
29;138903;Employed;29;3.86;5.56;12392.72;3.82;34.96;227692.21;4983.31;8.36;2021;5;mayo;may-21;2.367.257.298;High_Value;Low
54;80405;Employed;14;5.36;3.12;14496.64;1.53;15.85;149735.34;4077.63;6;2021;6;junio;jun-21;9.339.509.761;Moderate_Value;Low
41;35987;Unemployed;9;9.32;5.27;9738.44;1.71;13.39;281051.66;3570.41;3.55;2021;10;octubre;oct-21;5.703.928.128;Moderate_Value;Medium
26;143487;Employed;11;7.73;7.61;3025.42;3.64;11.23;350111.76;3093.39;11.62;2021;10;octubre;oct-21;6.253.811.173;Moderate_Value;Low
34;59214;Employed;12;6.89;5.71;9296.42;4.16;23.94;136315.78;1112.92;4.04;2021;11;noviembre;nov-21;3.407.260.175;Low_Value;High
51;45223;Unemployed;23;9.62;4.06;13757.15;4.19;18.3;43546.91;4675.62;5.24;2021;4;abril;abr-21;1.716.545.844;High_Value;High
51;83649;Employed;15;5.24;5.87;14775.17;2.7;34.85;78237.64;4132.02;9.06;2021;11;noviembre;nov-21;1.098.601.537;High_Value;Medium
58;125985;Unemployed;21;7.81;7.74;13424.44;2.17;25.16;411367.93;1393.86;3.62;2021;1;enero;ene-21;531.858.763;Moderate_Value;Medium
54;35569;Unemployed;15;9.42;5.78;11611.35;3.81;37.54;285219.07;4991.66;4.36;2021;5;mayo;may-21;116.026.309;High_Value;High
60;130648;Unemployed;5;5.94;2.6;7337.57;1.82;13.73;445568.98;986.45;6.28;2021;6;junio;jun-21;1.593.671.462;Low_Value;Medium
25;56593;Unemployed;15;7.96;3.34;12490.06;4.01;14.1;426171.96;2469.36;8.02;2021;7;julio;jul-21;7.321.336.298;Moderate_Value;High
45;127914;Employed;14;4.7;7.21;2564.37;1.18;35.87;450214.8;1443.08;7.17;2021;12;diciembre;dic-21;3.796.042.324;Low_Value;Low
64;82496;Employed;14;7.49;4.55;11441.25;5.39;35.21;281621.89;4650.98;11.75;2021;5;mayo;may-21;1.198.227.763;High_Value;High
41;98104;Unemployed;29;8.75;4.16;12212.04;2.96;25.67;131933.42;847.71;8;2021;5;mayo;may-21;4.407.507.399;Low_Value;High
64;36217;Employed;6;3.17;4.67;3269.92;5.2;33.26;210226.08;1926.16;7.36;2021;1;enero;ene-21;3.103.808.636;Low_Value;High
41;47944;Employed;24;9.52;4.19;11280.99;5.95;22.49;318749.05;3113.62;9.11;2021;11;noviembre;nov-21;1.251.888.494;High_Value;Medium
57;25591;Unemployed;30;7.9;6.97;2554.94;1.19;36.91;245120.81;1091.26;5.52;2021;5;mayo;may-21;4.665.314.861;Moderate_Value;Medium
41;46238;Employed;30;3.59;7.62;3862.7;4.5;39.08;83415.34;1656.5;6.81;2021;5;mayo;may-21;8.309.357.202;Moderate_Value;Low
46;125856;Unemployed;22;8.16;6.87;14827.81;5.11;38.33;56660.89;2775.68;8.38;2021;9;septiembre;sep-21;1.039.599.676;High_Value;High
53;44271;Employed;20;5.66;2.99;4995.47;1.66;30.16;203399.61;2695.16;3.5;2021;8;agosto;ago-21;9.362.898.346;Moderate_Value;Low
52;143447;Unemployed;8;3.24;4.05;3061.82;3.32;21.03;13104.77;2315.26;5.82;2021;8;agosto;ago-21;3.819.347.167;Low_Value;Low
25;50653;Unemployed;13;9.52;3.6;14420.45;2.52;29.81;497191.25;2703.31;9.99;2021;6;junio;jun-21;7.291.338.629;Moderate_Value;Medium
37;47387;Employed;32;9.32;7.41;4254.12;1.26;14.28;370238.26;2676.22;5.35;2021;10;octubre;oct-21;1.323.036.835;High_Value;Medium
61;32011;Employed;12;5.48;4.56;5968.15;2.39;10.66;271875.21;3332.53;8.44;2021;11;noviembre;nov-21;7.456.976.992;Moderate_Value;Medium
59;71332;Employed;10;3.45;6.91;4487.62;4.21;28.79;73159.76;2874.72;3.23;2021;2;febrero;feb-21;5.560.647.303;Moderate_Value;High
26;46951;Employed;17;4.91;6.55;11811.53;4.65;26.72;47885.97;1074.68;10.94;2021;10;octubre;oct-21;4.238.579.649;Low_Value;High
51;71591;Unemployed;28;7.15;3.35;3257.05;4.79;13.91;269497.18;2412.91;11.23;2021;4;abril;abr-21;117654.3;High_Value;High
47;65221;Unemployed;18;3.39;2.6;14597.18;1.58;39.12;436433.6;1075.36;11.48;2021;6;junio;jun-21;4.011.813.624;Low_Value;Medium
48;107189;Unemployed;21;4.06;6.73;10813.7;3.71;13.91;320618.83;3039.2;9.06;2021;2;febrero;feb-21;1.005.005.821;High_Value;Low
45;28900;Employed;14;6.66;7.51;7774.49;4.23;23.57;92043.69;4883.38;8.96;2021;8;agosto;ago-21;1.139.564.189;High_Value;High
25;124776;Employed;8;9.21;2.34;14798.38;5.37;38.39;380345.82;4671.88;9.08;2021;11;noviembre;nov-21;724.229.014;Moderate_Value;High
